,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,date,maxtemp,mintemp,sunhour,totalsnow
1377,116,2018,2,28,2,2,0,1,0,0,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1386,116,2018,2,28,2,1,0,1,0,0,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1395,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1404,116,2018,2,28,2,1,0,2,0,0,0,0,72.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1413,116,2018,2,28,2,1,0,1,0,0,0,0,61.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1422,116,2018,2,28,2,1,0,2,0,0,0,0,70.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1431,116,2018,2,28,2,1,0,1,0,0,0,0,61.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1440,54,2018,2,28,1,0,1,2,0,0,0,0,87.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1449,31,2018,2,28,2,1,0,2,0,0,0,0,71.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1458,116,2018,2,28,2,1,0,1,0,0,0,0,61.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1467,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1476,8,2018,2,28,2,2,0,2,0,0,0,0,112.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1485,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1494,26,2018,2,28,2,1,0,2,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1503,116,2018,2,28,2,1,0,1,0,0,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1512,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1521,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1530,116,2018,2,28,2,1,0,1,0,0,0,0,61.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1539,116,2018,2,28,2,1,0,1,0,0,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1548,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1557,116,2018,2,28,2,1,0,2,0,0,0,0,70.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1566,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1575,16,2018,2,28,2,0,0,2,0,0,0,0,106.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1584,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1593,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1602,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1611,1,2018,2,28,2,2,0,2,0,0,0,0,70.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-02-28,0,-6,11.0,0.0
1620,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1629,7,2018,2,28,2,2,0,2,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1638,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1647,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1656,1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1665,116,2018,2,28,2,2,0,1,0,0,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1674,116,2018,2,28,2,1,0,1,0,0,0,0,61.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1683,116,2018,2,28,2,1,0,1,0,0,0,0,61.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-02-28,0,-6,11.0,0.0
1692,11,2018,7,25,1,2,0,2,1,0,0,0,129.75,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1701,89,2018,7,25,1,2,0,3,0,0,0,0,137.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1710,82,2018,7,25,1,3,1,2,0,0,0,0,103.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1719,188,2018,7,25,1,2,0,1,0,0,0,0,90.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1728,21,2018,7,25,1,3,0,2,1,0,0,0,178.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1737,129,2018,7,25,1,4,0,2,0,0,0,0,131.75,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1746,148,2018,7,25,2,5,0,2,0,0,0,0,91.68,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1755,160,2018,7,25,3,5,0,2,0,0,0,0,71.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1764,191,2018,7,25,1,4,0,1,0,0,0,0,86.75,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1773,127,2018,7,25,1,3,0,3,0,0,0,0,130.05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1782,160,2018,7,25,3,5,0,2,0,0,0,0,71.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1791,110,2018,7,25,1,2,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1800,63,2018,7,25,1,3,0,2,0,0,0,0,94.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1809,19,2018,7,25,1,0,0,2,0,0,0,0,151.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1818,82,2018,7,25,1,2,0,3,0,0,0,0,139.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1827,126,2018,7,25,1,2,0,2,0,0,0,0,77.03,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1836,162,2018,7,25,1,0,0,2,1,0,0,0,121.5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1845,173,2018,7,25,1,2,0,2,0,0,0,0,300.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
1854,36,2018,7,25,1,0,0,1,2,0,0,0,161.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1863,147,2018,7,25,2,5,0,2,0,0,0,0,72.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
1872,89,2018,7,25,1,2,0,3,0,0,0,0,137.7,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1881,156,2018,7,25,1,2,0,2,0,0,0,0,105.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1890,64,2018,7,25,1,0,0,3,0,0,0,0,137.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1899,174,2018,7,25,1,2,0,2,0,0,0,0,112.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1908,76,2018,7,25,1,1,0,2,0,0,0,0,63.75,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
1917,59,2018,7,25,1,2,0,3,0,0,0,0,137.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1926,0,2018,7,25,1,1,0,1,0,0,0,0,84.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-07-25,30,18,14.3,0.0
1935,206,2018,7,25,1,4,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1944,169,2018,7,25,1,3,0,2,0,0,0,0,89.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1953,60,2018,7,25,1,0,0,3,0,0,0,0,137.7,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1962,167,2018,7,25,1,1,0,2,0,0,0,0,72.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
1971,158,2018,7,25,1,3,0,2,0,0,0,0,89.25,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1980,167,2018,7,25,1,1,0,2,0,0,0,0,72.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
1989,0,2018,7,25,1,2,0,2,0,0,0,0,161.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
1998,144,2018,7,25,1,1,0,2,0,0,0,0,81.08,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2007,69,2018,7,25,1,1,0,3,0,0,0,0,137.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2016,32,2018,7,25,1,2,0,1,0,0,0,0,130.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2025,161,2018,7,25,1,1,0,2,1,0,0,0,121.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2034,160,2018,7,25,1,2,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2043,122,2018,7,25,1,2,0,2,0,0,0,0,97.54,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2052,150,2018,7,25,5,15,0,2,0,0,0,0,90.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2061,63,2018,7,25,1,3,0,3,0,0,0,0,137.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2070,148,2018,7,25,2,5,0,2,0,0,0,0,91.68,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2079,156,2018,7,25,1,2,0,2,1,0,0,0,121.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2088,102,2018,7,25,1,4,0,3,0,0,0,0,105.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2097,64,2018,7,25,1,3,0,2,0,0,0,0,94.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2106,139,2018,7,25,1,2,0,2,0,0,0,0,77.03,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2115,2,2018,7,25,1,1,0,3,0,0,0,0,85.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-07-25,30,18,14.3,0.0
2124,206,2018,7,25,1,0,0,2,0,0,0,0,96.3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2133,191,2018,7,25,1,4,1,2,0,0,0,0,101.75,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2142,35,2018,7,25,1,0,0,2,0,0,0,0,125.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2151,160,2018,7,25,1,2,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2160,144,2018,7,25,1,1,0,2,0,0,0,0,81.08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2169,5,2018,7,25,1,0,0,1,0,1,0,8,65.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-07-25,30,18,14.3,0.0
2178,80,2018,7,25,1,1,0,2,1,0,0,0,93.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2187,54,2018,7,25,1,5,0,3,0,0,0,0,168.3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2196,195,2018,7,25,1,3,0,2,0,0,0,0,80.75,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2205,39,2018,7,25,1,0,1,1,0,0,0,0,67.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-07-25,30,18,14.3,0.0
2214,150,2018,7,25,1,4,0,1,0,0,0,0,106.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2018-07-25,30,18,14.3,0.0
2223,138,2018,7,25,1,2,0,2,1,0,0,0,121.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2232,148,2018,7,25,2,5,0,2,0,0,0,0,105.96,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2241,144,2018,7,25,1,5,0,2,0,0,0,0,100.87,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2250,20,2018,7,25,1,4,0,2,1,0,0,0,159.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2259,171,2018,7,25,1,3,0,3,0,0,0,0,93.84,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2268,85,2018,7,25,1,1,0,1,0,0,0,0,99.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2277,102,2018,7,25,1,4,0,3,0,0,0,0,96.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2286,133,2018,7,25,1,2,0,2,2,0,0,0,177.3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2295,169,2018,7,25,1,5,0,3,0,0,0,0,130.05,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2304,83,2018,7,25,1,2,1,2,1,0,0,0,117.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2313,192,2018,7,25,1,4,0,3,0,0,0,0,117.3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2322,11,2018,7,25,1,4,0,2,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2331,169,2018,7,25,1,3,0,2,0,0,0,0,89.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2340,64,2018,7,25,1,0,0,2,0,0,0,0,103.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2349,106,2018,7,25,1,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2358,83,2018,7,25,1,4,0,2,0,0,0,0,79.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2367,174,2018,7,25,1,2,0,2,1,0,0,0,130.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2376,126,2018,7,25,1,2,0,3,0,0,0,0,100.73,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2385,11,2018,7,25,1,4,0,2,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2394,126,2018,7,25,1,2,0,2,0,0,0,0,77.03,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-07-25,30,18,14.3,0.0
2403,179,2018,7,25,1,3,0,2,1,0,0,0,85.6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-07-25,30,18,14.3,0.0
2412,7,2018,7,25,1,0,0,1,0,1,0,2,84.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-07-25,30,18,14.3,0.0
2421,3,2017,9,12,0,1,0,2,0,0,0,0,152.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2430,7,2017,9,12,2,3,0,2,0,0,0,0,142.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2439,28,2017,9,12,2,1,0,2,0,0,0,0,117.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2448,44,2017,9,12,2,1,1,2,0,0,0,0,120.6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2457,21,2017,9,12,2,5,0,1,0,0,0,0,104.43,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2466,26,2017,9,12,1,1,0,2,0,0,0,0,133.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2475,253,2017,9,12,2,5,0,1,0,0,0,0,80.75,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2484,9,2017,9,12,2,4,0,2,0,0,0,0,130.17,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2493,3,2017,9,12,0,1,0,2,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017-09-12,22,14,10.3,0.0
2502,10,2017,9,12,2,5,0,2,0,0,0,0,136.14,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2511,170,2017,9,12,0,1,0,2,0,0,0,0,96.9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-12,22,14,10.3,0.0
2520,2,2017,9,12,2,1,0,2,0,0,0,0,138.67,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2529,92,2017,9,12,2,2,0,2,1,0,0,0,89.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-12,22,14,10.3,0.0
2538,60,2017,9,12,2,2,0,2,0,0,0,0,71.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2547,26,2017,9,12,2,1,0,2,0,0,0,0,124.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2556,9,2017,9,12,2,1,0,2,2,0,0,0,177.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2565,3,2017,9,12,0,1,0,2,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017-09-12,22,14,10.3,0.0
2574,4,2017,9,12,1,1,0,2,0,0,0,0,128.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-12,22,14,10.3,0.0
2583,28,2018,3,7,1,3,0,2,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2592,28,2018,3,7,1,2,0,2,0,0,0,0,87.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2601,93,2018,3,7,1,3,0,1,0,0,0,0,54.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2610,13,2018,3,7,1,4,0,2,0,0,0,0,96.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2619,48,2018,3,7,1,2,0,1,0,0,0,0,72.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2628,78,2018,3,7,1,2,0,2,0,0,0,0,65.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2637,10,2018,3,7,1,2,0,2,0,0,0,0,79.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2646,0,2018,3,7,1,1,0,1,0,1,0,14,66.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-03-07,7,1,9.5,0.0
2655,0,2018,3,7,1,0,0,1,0,0,0,0,80.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-03-07,7,1,9.5,0.0
2664,15,2018,3,7,1,3,0,1,0,0,0,0,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2018-03-07,7,1,9.5,0.0
2673,78,2018,3,7,1,3,0,2,0,0,0,0,45.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2682,7,2018,3,7,2,5,0,2,0,0,0,0,71.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2691,44,2018,3,7,1,0,0,1,0,0,0,0,65.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2700,3,2018,3,7,1,4,0,2,0,0,0,0,92.6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2709,49,2018,3,7,1,2,0,2,0,0,0,0,87.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2718,28,2018,3,7,1,2,0,2,0,0,0,0,87.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2727,12,2018,3,7,1,1,0,1,0,0,0,0,86.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2736,37,2018,3,7,1,3,0,2,0,0,0,0,83.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2745,25,2018,3,7,1,3,0,2,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
2754,1,2018,3,7,1,3,0,1,0,0,0,0,75.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2018-03-07,7,1,9.5,0.0
2763,3,2018,3,7,1,1,0,2,0,0,0,0,103.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-07,7,1,9.5,0.0
2772,4,2018,3,7,1,0,0,1,0,0,0,0,92.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-03-07,7,1,9.5,0.0
