BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
233,86,2017,9,24,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,Not_Canceled
234,317,2018,9,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Canceled
235,5,2017,9,19,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.5,0,Not_Canceled
236,78,2018,4,8,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Not_Canceled
237,175,2018,7,23,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,1,Not_Canceled
238,31,2018,5,19,0,1,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,108.11,0,Not_Canceled
239,8,2018,4,23,0,1,Meal Plan 1,0,Room_Type 4,1,0,Complementary,0,0,0,0,2,Not_Canceled
240,32,2018,2,6,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.5,1,Canceled
241,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,89,0,Canceled
242,0,2017,9,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,152,2,Not_Canceled
243,257,2018,12,26,1,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.15,1,Canceled
244,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,60,0,Canceled
245,180,2018,7,23,1,1,Meal Plan 1,0,Room_Type 2,2,1,Online,0,0,0,112.5,0,Canceled
246,33,2017,10,7,0,3,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,75.6,1,Not_Canceled
247,205,2018,10,8,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,98.1,0,Canceled
248,23,2018,10,27,0,1,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,119.4,1,Not_Canceled
249,5,2018,2,20,2,5,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,85,0,Canceled
250,16,2018,12,30,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,148,1,Not_Canceled
251,100,2018,8,24,0,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,150.3,0,Canceled
252,24,2018,4,15,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,118.33,1,Not_Canceled
253,107,2017,7,17,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,52.36,0,Canceled
254,45,2018,11,19,1,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,86.4,0,Canceled
255,17,2018,9,15,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,125.67,0,Canceled
256,0,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
257,11,2017,8,18,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,75,0,Canceled
258,145,2018,7,28,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.8,0,Not_Canceled
259,203,2018,10,8,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,87.12,0,Not_Canceled
260,43,2018,11,1,0,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,122.4,0,Not_Canceled
261,23,2018,6,18,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,95.83,1,Not_Canceled
262,23,2018,4,10,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,125.2,1,Not_Canceled
263,346,2018,9,13,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,Canceled
264,54,2018,8,24,2,5,Meal Plan 2,0,Room_Type 4,3,0,Online,0,0,0,208.41,1,Canceled
265,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,130,0,Canceled
266,154,2018,6,12,2,1,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,189.9,0,Canceled
267,1,2017,9,25,2,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,86,0,Not_Canceled
268,36,2018,6,9,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,133.2,0,Canceled
269,83,2018,3,19,1,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,105.3,1,Not_Canceled
270,100,2018,4,18,1,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,91.9,1,Not_Canceled
271,28,2018,3,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,87,1,Not_Canceled
272,28,2018,10,6,1,3,Meal Plan 2,0,Room_Type 4,1,0,Online,0,0,0,205,1,Not_Canceled
273,150,2018,9,16,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,1,Not_Canceled
274,42,2018,3,20,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,86.98,0,Canceled
275,40,2018,9,20,0,3,Meal Plan 1,0,Room_Type 6,2,0,Online,0,0,0,207.9,2,Not_Canceled
276,268,2018,10,9,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,Not_Canceled
277,14,2017,9,15,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,114,1,Not_Canceled
278,63,2018,4,13,0,4,Meal Plan 2,0,Room_Type 4,2,0,Online,0,0,0,144.5,2,Canceled
279,3,2018,3,24,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,147.67,0,Canceled
280,15,2017,12,30,0,2,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,146,2,Not_Canceled
281,87,2018,10,6,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,118.8,2,Not_Canceled
282,5,2017,9,10,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,134.83,0,Not_Canceled
283,57,2018,3,30,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,85.85,1,Not_Canceled
284,106,2018,8,9,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,131.4,2,Not_Canceled
285,147,2018,5,22,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,1,Not_Canceled
286,204,2017,10,9,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.75,0,Not_Canceled
287,43,2018,7,3,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,107.1,1,Not_Canceled
288,157,2018,5,19,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,84.24,0,Canceled
289,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,Not_Canceled
290,219,2017,9,4,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,76.67,0,Not_Canceled
291,142,2018,10,27,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.9,1,Canceled
292,184,2018,8,13,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,103.5,1,Canceled
293,117,2018,4,29,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,95.2,1,Not_Canceled
294,14,2018,9,15,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,205,2,Not_Canceled
295,5,2017,12,1,0,0,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0,0,Not_Canceled
296,118,2018,6,6,1,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110,0,Not_Canceled
297,59,2018,12,24,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,138.6,2,Not_Canceled
298,78,2018,3,24,0,3,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,105.3,1,Not_Canceled
299,34,2018,12,25,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,95.2,0,Canceled
300,20,2018,8,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,Canceled
301,0,2018,10,25,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,84.7,1,Canceled
302,116,2018,8,6,2,1,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,86.36,0,Canceled
303,31,2018,5,13,0,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,105.3,0,Not_Canceled
304,12,2017,10,4,1,0,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72,0,Not_Canceled
305,49,2017,12,5,2,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,115.2,2,Not_Canceled
306,4,2018,3,21,1,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,128,1,Not_Canceled
307,14,2017,9,4,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,78.54,1,Not_Canceled
308,13,2017,9,8,1,5,Not Selected,0,Room_Type 4,2,0,Offline,0,0,0,85,0,Not_Canceled
309,32,2017,11,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,73,0,Not_Canceled
310,13,2018,6,19,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,141,1,Not_Canceled
311,190,2018,8,22,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.25,1,Canceled
312,6,2018,6,19,1,0,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,156,1,Not_Canceled
313,65,2018,9,22,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,1,Not_Canceled
314,103,2017,7,18,2,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,94.5,0,Canceled
315,47,2017,9,22,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,72.76,1,Not_Canceled
316,1,2018,5,24,0,1,Not Selected,0,Room_Type 1,1,0,Online,1,0,1,129,0,Not_Canceled
317,10,2018,7,16,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,139,1,Canceled
318,12,2018,8,16,0,2,Not Selected,1,Room_Type 1,1,2,Online,0,0,0,150.5,1,Not_Canceled
319,73,2018,3,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,62.29,1,Not_Canceled
320,68,2017,9,29,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65,0,Not_Canceled
321,86,2017,9,24,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,Not_Canceled
322,46,2018,3,10,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.15,1,Not_Canceled
323,22,2017,11,26,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,97,0,Canceled
324,24,2018,1,6,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,68.99,2,Not_Canceled
325,163,2018,10,15,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,115,0,Canceled
326,29,2018,10,5,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,152,2,Not_Canceled
327,10,2017,9,3,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,117.67,1,Not_Canceled
328,179,2018,8,25,1,3,Not Selected,0,Room_Type 1,2,1,Online,0,0,0,98.25,1,Canceled
329,1,2018,3,8,0,3,Meal Plan 1,0,Room_Type 4,1,0,Corporate,0,0,0,75,0,Not_Canceled
330,89,2017,11,17,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,63.75,1,Not_Canceled
331,69,2018,6,12,2,4,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120,0,Canceled
332,235,2018,10,19,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,103.7,2,Canceled
333,85,2018,7,10,2,5,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,140.27,2,Not_Canceled
334,52,2018,3,22,0,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,131.4,1,Canceled
335,32,2018,7,18,1,1,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,150,1,Not_Canceled
336,308,2018,11,25,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,52,0,Canceled
337,291,2018,8,19,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,0,Canceled
338,74,2018,4,6,0,3,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,128.7,0,Canceled
339,22,2017,12,18,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,Not_Canceled
340,211,2018,5,20,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,100,0,Canceled
341,0,2018,5,10,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,108.8,0,Not_Canceled
342,74,2018,8,28,1,0,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,135.9,0,Not_Canceled
343,377,2018,10,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,Canceled
344,213,2018,6,7,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,130,0,Canceled
345,141,2018,7,14,0,3,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,103.5,1,Not_Canceled
346,184,2018,10,4,0,3,Meal Plan 1,0,Room_Type 4,2,1,Online,0,0,0,122.4,0,Canceled
347,41,2018,10,5,0,2,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,107.41,1,Not_Canceled
348,113,2018,5,16,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,137.21,2,Not_Canceled
349,75,2018,5,3,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,140.4,1,Canceled
350,292,2018,7,21,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,0,Canceled
351,87,2018,5,26,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,Not_Canceled
352,2,2018,1,30,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,80,1,Not_Canceled
353,33,2018,8,30,0,3,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,90.95,0,Not_Canceled
354,38,2018,9,2,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,76.23,1,Not_Canceled
355,93,2017,12,3,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,72.25,2,Not_Canceled
356,7,2018,2,23,0,4,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,111,2,Not_Canceled
357,40,2017,10,5,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,0,Not_Canceled
358,33,2018,4,20,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,146.7,2,Not_Canceled
359,2,2018,12,3,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109,1,Not_Canceled
360,213,2018,8,8,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.75,0,Canceled
361,18,2018,7,11,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.46,1,Not_Canceled
362,197,2018,8,18,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,112,1,Canceled
363,4,2018,3,29,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,3,2,40,1,Not_Canceled
364,7,2018,1,20,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.67,1,Not_Canceled
365,39,2018,7,8,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,1,Not_Canceled
366,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,60,0,Canceled
367,93,2017,7,23,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,1,Canceled
368,24,2017,12,18,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,53.58,0,Not_Canceled
369,98,2018,12,26,1,3,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,91.4,0,Canceled
370,280,2018,9,19,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,110,0,Canceled
371,1,2018,2,14,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79,0,Canceled
372,44,2018,3,31,0,1,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,104.4,1,Not_Canceled
373,168,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,85,0,Canceled
374,0,2018,5,24,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,135,0,Canceled
375,12,2018,3,3,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,111.14,0,Canceled
376,6,2017,10,4,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,136,1,Not_Canceled
377,169,2018,4,22,2,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,106,0,Canceled
378,301,2018,7,30,1,1,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,90,0,Not_Canceled
379,84,2018,3,3,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,78.3,0,Canceled
380,129,2018,8,17,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,146.7,3,Not_Canceled
381,130,2018,6,9,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,159.3,0,Canceled
382,56,2018,3,12,2,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,63.75,0,Canceled
383,75,2018,4,15,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,97.33,1,Canceled
384,349,2018,10,4,1,5,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90,0,Canceled
385,100,2018,9,28,0,4,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,140,1,Not_Canceled
386,13,2017,8,24,1,1,Meal Plan 1,0,Room_Type 6,2,0,Online,0,0,0,153,0,Not_Canceled
387,99,2018,9,5,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,137.1,1,Not_Canceled
388,10,2017,12,11,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58,0,Not_Canceled
389,346,2018,9,13,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,1,Canceled
390,51,2018,7,23,0,1,Meal Plan 2,1,Room_Type 4,3,0,Online,0,0,0,228.6,2,Not_Canceled
391,144,2018,6,27,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,1,Not_Canceled
392,176,2018,9,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,125.1,0,Canceled
393,1,2018,3,2,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,88,0,Not_Canceled
394,216,2018,8,30,0,4,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,86.7,0,Not_Canceled
395,0,2018,9,29,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,170,0,Not_Canceled
396,155,2018,8,22,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,Canceled
397,245,2018,7,6,2,4,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110,0,Canceled
398,5,2018,5,1,1,0,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,155,1,Not_Canceled
399,238,2018,10,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,80,0,Not_Canceled
400,4,2018,9,15,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,169,0,Canceled
401,267,2018,10,24,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,105.83,1,Canceled
402,8,2018,1,27,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,73.2,1,Not_Canceled
403,11,2018,3,16,0,3,Meal Plan 1,0,Room_Type 2,1,0,Offline,0,0,0,62,0,Not_Canceled
404,168,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,Canceled
405,121,2018,6,24,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90,0,Canceled
406,58,2018,11,11,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88,0,Canceled
407,115,2018,2,27,2,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,76,0,Not_Canceled
408,0,2018,9,16,0,1,Not Selected,0,Room_Type 4,2,2,Online,0,0,0,147.59,0,Not_Canceled
409,5,2018,8,13,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,174,2,Not_Canceled
410,7,2017,9,12,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,142.6,1,Not_Canceled
411,46,2018,11,3,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,1,Not_Canceled
412,91,2018,8,6,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,133.2,0,Not_Canceled
413,54,2017,10,5,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,Not_Canceled
414,66,2018,9,18,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,Not_Canceled
415,82,2018,7,25,1,3,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,103.5,1,Not_Canceled
416,103,2018,6,26,2,1,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,77.29,1,Canceled
417,21,2017,10,26,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,94,0,Not_Canceled
418,38,2018,8,21,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,0,Canceled
419,5,2017,10,19,1,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,80,0,Not_Canceled
420,213,2018,6,7,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,130,0,Canceled
421,21,2017,9,21,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,124,1,Not_Canceled
422,72,2018,4,23,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.8,1,Not_Canceled
423,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,60,0,Canceled
424,48,2018,11,3,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,112,0,Not_Canceled
425,260,2018,12,25,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.5,2,Not_Canceled
426,145,2018,7,16,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,Canceled
427,79,2018,11,17,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,1,Not_Canceled
428,81,2018,7,11,2,5,Meal Plan 2,0,Room_Type 4,3,0,Online,0,0,0,190.29,0,Not_Canceled
429,0,2017,8,17,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,138,0,Not_Canceled
430,60,2018,4,30,1,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,121.5,0,Canceled
431,256,2018,6,15,0,2,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,90,0,Not_Canceled
432,259,2018,5,5,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90,0,Canceled
433,74,2017,9,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Not_Canceled
434,192,2017,9,25,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,102,0,Canceled
435,72,2018,12,27,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.2,2,Not_Canceled
436,3,2018,7,2,0,1,Meal Plan 1,0,Room_Type 2,2,1,Complementary,1,0,3,0,1,Not_Canceled
437,38,2018,11,5,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,125.62,0,Canceled
438,2,2018,5,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,136.85,1,Not_Canceled
439,229,2018,7,4,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,116.95,0,Canceled
440,0,2018,5,9,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,68.53,1,Not_Canceled
441,0,2017,10,12,1,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,Not_Canceled
442,5,2018,4,12,0,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,1,104,3,Not_Canceled
443,21,2018,10,4,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,0,Canceled
444,16,2018,5,29,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,111.35,2,Not_Canceled
445,190,2018,10,26,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Canceled
446,137,2018,7,6,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,107.95,0,Not_Canceled
447,13,2018,12,17,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88,0,Not_Canceled
448,45,2017,10,19,1,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,2,Not_Canceled
449,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
450,29,2018,10,16,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,119,1,Not_Canceled
451,14,2018,1,8,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,68.85,0,Not_Canceled
452,1,2018,9,3,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,149,1,Not_Canceled
453,256,2018,10,16,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,103.7,0,Canceled
454,66,2017,10,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Canceled
455,39,2018,2,1,1,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,72.9,0,Canceled
456,11,2018,1,1,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,61.5,1,Not_Canceled
457,34,2017,9,23,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,224.67,0,Canceled
458,94,2018,3,12,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58,0,Not_Canceled
459,91,2018,9,7,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,109.29,2,Not_Canceled
460,53,2018,11,11,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,Not_Canceled
461,0,2017,12,16,0,1,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0,0,Not_Canceled
462,145,2018,1,3,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65,0,Not_Canceled
463,37,2018,12,27,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,108.8,1,Not_Canceled
464,8,2018,10,27,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,84.7,1,Not_Canceled
465,13,2017,12,6,2,0,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,64,1,Not_Canceled
466,108,2018,7,5,1,5,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,123.25,2,Canceled
